,Dloss,Floss,target_acc
0,3.0254039724667865,0.14412748944014311,0.1837499886751175
1,8.484774971008301,0.08150474553306898,0.09000000357627869
2,16.02249921162923,1.272249838972736,0.10374999791383743
3,14.656011644999186,0.4173033470947606,0.09270833432674408
4,5.442531092961629,11.362105958660443,0.1054166704416275
5,4.958449077606201,0.5782863616943359,0.09270833432674408
6,5.508152802785237,0.34968605438868205,0.11791666597127914
7,4.633994845549266,6.645096433348954,0.08666667342185974
8,1.4610653479894002,3.6577163438002267,0.09979166835546494
9,1.6328496217727662,0.8880956908067067,0.10437499731779099
10,1.4996519406636557,0.8677720387776693,0.10208333283662796
11,1.456837526957194,0.8373392979303996,0.1066666692495346
12,1.3459290901819865,0.9348365902900696,0.10249999910593033
13,1.3840397516886394,0.6694817940394083,0.10374999791383743
14,1.321198534965515,0.6686511158943176,0.09479166567325592
15,1.3003740628560385,0.6020763357480367,0.09979166835546494
16,1.1416404247283936,0.7529065330823262,0.10083333402872086
17,0.99272620677948,0.9327490290006002,0.09812499582767487
18,0.9885521173477173,0.80091233253479,0.08812499791383743
19,1.0066376447677612,0.6577906489372254,0.09333333373069763
20,1.045507510503133,0.5556755582491557,0.11020833998918533
21,0.9933529416720073,0.6268661300341288,0.1118750050663948
22,0.8839881579081218,0.7593826095263163,0.10854167491197586
23,0.9680721243222554,0.577537186940511,0.09979166090488434
24,0.8207859873771668,0.8296721259752909,0.11708333343267441
25,0.8218338171641032,0.7314854462941488,0.1041666641831398
26,1.072413114706675,0.36817692120869955,0.09458333998918533
27,1.2065900325775147,0.2679777522881826,0.09145833551883698
28,0.9909050782521566,0.5149056851863861,0.09666667133569717
29,0.8831886251767477,0.5976732095082601,0.08895833790302277
30,0.9001747846603394,0.5693341930707295,0.09687499701976776
31,0.9068865895271301,0.5819217840830485,0.09750000387430191
32,0.9117359121640524,0.5678877552350362,0.10208333283662796
33,1.1023645718892416,0.3672732631365458,0.10708333551883698
34,1.1097421646118164,0.428163089354833,0.1483333259820938
35,0.9860773523648579,0.6226666331291199,0.18291665613651276
36,1.1721405108769736,0.3759094734986623,0.20354168117046356
37,1.0446648995081584,0.5587198992570241,0.12437499314546585
38,1.2492371479670206,0.3695115347703298,0.09583333134651184
39,1.260578179359436,0.49380505879720055,0.1066666692495346
40,1.2580341895421345,0.5058692475159963,0.11416666209697723
41,1.218987472852071,0.8492490470409393,0.08541666716337204
42,1.0850679556528726,0.6306445856889089,0.1054166629910469
43,1.1509814262390137,0.428194655974706,0.0872916728258133
44,1.189334774017334,0.4623859306176504,0.11145833134651184
45,1.1996150414148967,0.5844353417555491,0.09604167193174362
46,0.9252475221951802,0.8917323668797811,0.09083332866430283
47,0.9169207096099854,0.7323934078216553,0.09666667133569717
48,0.9075121601422628,0.7242282231648763,0.1081250011920929
49,1.0691168983777364,0.5211411794026692,0.10791667550802231
50,1.0602462768554688,0.7350169003009797,0.13250000774860382
51,0.8507237434387207,1.1217918594678242,0.24916666746139526
52,0.9221875508626302,0.7719342986742656,0.1743749976158142
53,0.9373413999875386,0.7102538545926412,0.15625
54,1.0106055657068889,0.5215979417165121,0.1510416716337204
55,1.0353610515594482,0.4792505840460459,0.1824999898672104
56,1.0012161016464234,0.5313279728094736,0.20270833373069763
57,0.9471306324005127,0.6000938375790914,0.22979167103767395
58,0.9675029754638672,0.5699106057484945,0.14124999940395355
59,0.8946906129519144,0.7280284404754639,0.11520833522081375
60,0.9182851155598958,0.6720310568809509,0.08583333343267441
61,0.9646206418673198,0.5831179320812225,0.07958333194255829
62,1.0888487339019775,0.5139936010042826,0.08916667103767395
63,1.084284814198812,0.651873791217804,0.1393750011920929
64,1.0449498573939004,0.8260534246762593,0.14395833015441895
65,1.0862422545750936,0.6856912453969319,0.17000000178813934
66,1.1218202431996664,0.6068962454795838,0.20770834386348724
67,1.1193307002385458,0.5919958074887594,0.16458334028720856
68,1.0891756931940715,0.6011559089024862,0.09854166209697723
69,0.9847331404685974,0.8503023703893026,0.10000000149011612
70,0.9541649580001831,0.7048331419626872,0.15541666746139526
71,0.9179208238919576,0.6792498469352722,0.19458334147930145
72,0.9729515631993612,0.519092877705892,0.19354167580604553
73,0.9430046200752258,0.53166530529658,0.20499999821186066
74,0.9374650438626607,0.5104129532972972,0.24395832419395447
75,0.8917132377624511,0.5942332824071248,0.2133333384990692
76,0.8854555010795593,0.5970334768295288,0.12395833432674408
77,0.8934727668762207,0.6385744214057922,0.15416666865348816
78,0.8998148004213969,0.6848566611607869,0.16229167580604553
79,1.0220772306124368,0.5278231739997864,0.19458334147930145
80,0.9167495449384053,0.7199979424476624,0.1756250113248825
81,0.9447531819343566,0.6337178270022075,0.12458333373069763
82,0.9844444712003072,0.5714234431584676,0.12062500417232513
83,0.9731255729993185,0.5928261915842692,0.10979166626930237
84,0.9411311705907186,0.6605977853139241,0.12729166448116302
85,0.9410877188046773,0.6287629326184591,0.11666666716337204
86,0.954813834031423,0.5861087997754415,0.13875000178813934
87,0.9482497612635294,0.5799531976381938,0.13333334028720856
88,0.9225801547368367,0.6441542188326518,0.11145833134651184
89,0.8084040919939677,0.8774763504664104,0.11749999970197678
90,0.8669623136520386,0.7066736102104187,0.1379166543483734
91,0.8561615506807964,0.7057759920756023,0.11874999850988388
92,0.8830712676048279,0.6298627654711405,0.18125000596046448
93,0.8790654540061951,0.628275974591573,0.18145832419395447
94,0.9489401539166769,0.5201932529608408,0.09937499463558197
95,0.9904320955276489,0.5007505079110464,0.12062500417232513
96,0.8324701666831971,0.832918107509613,0.13208334147930145
97,0.8099642157554626,0.8116640130678813,0.1054166629910469
98,0.8164375066757202,0.7651017824808757,0.10999999940395355
99,0.8022611220677693,0.7538546562194824,0.1654166728258133
